Time WindDir SailAngle DragForward LiftForward
537.3 94 174.1155 0.05734843 0.03511603
537.42 94 172.5416 0.07010075 0.04414331
537.54 94 170.9618 0.08203838 0.0531165
537.64 94 169.3375 0.09312955 0.06240088
537.76 94 167.796 0.1030223 0.07026011
537.88 94 166.1954 0.1124129 0.07880777
538 94 164.5932 0.1207609 0.08692439
538.12 94 162.9879 0.1280699 0.09456017
538.24 94 161.379 0.1343123 0.1016294
538.36 94 159.767 0.1394758 0.1080636
538.48 94 158.1523 0.1435299 0.1137654
538.58 94 156.5004 0.1471449 0.1197341
538.7 94 154.9354 0.1479106 0.1220522
538.82 94 153.3058 0.1487143 0.1252888
538.94 94 151.68 0.1482573 0.1273236
539.06 94 150.0552 0.1465806 0.1281443
539.18 94 148.4311 0.1437141 0.1277301
539.3 94 146.8081 0.1396801 0.1260459
539.42 94 145.186 0.1344882 0.1230535
539.54 94 143.5651 0.1282099 0.1187943
539.64 94 141.9521 0.1213623 0.1137742
539.76 94 140.3383 0.1124738 0.1063756
539.88 94 138.7171 0.1031865 0.09845686
540 94 137.1015 0.09297792 0.08937158
540.12 94 135.4886 0.08192036 0.07921607
540.24 94 133.8779 0.07009687 0.06809966
540.36 94 132.269 0.05759162 0.05614018
540.48 94 130.6615 0.04449119 0.04346208
540.58 94 129.0793 0.03119983 0.03050965
540.7 94 127.4525 0.01671276 0.01633611
540.82 94 125.8443 0.002318441 0.002251719
540.94 94 130.0568 0.075034 0.07220328
541.06 94 132.892 0.1138092 0.1071195
541.18 94 131.7924 0.1090497 0.1028242
541.3 94 130.5062 0.1025709 0.09702823
541.42 94 124.8986 0.03741665 0.0361042
541.54 94 171.8101 0.02270561 0.02193782
541.64 94 171.5246 0.03870463 0.03735822
541.76 94 148.0406 0.08040783 0.05405429
541.88 94 125.0809 0.07706012 0.07336701
542 94 148.7595 0.05341671 0.0336037
542.12 94 122.6607 0.06173458 0.05888317
542.24 94 147.3587 0.05565691 0.03501477
542.36 94 120.1285 0.04465949 0.04266623
542.48 94 145.9457 0.05798224 0.03644301
542.58 94 127.8937 0.1417445 0.1274844
542.7 94 173.9029 0.09850069 0.09314584
542.82 95 179.9665 0.005227652 0.002928905
542.94 95 178.8537 0.01497961 0.008490795
543.06 95 177.3343 0.02969205 0.0172694
543.18 95 175.7938 0.04391293 0.02624334
543.3 95 174.2453 0.05740042 0.03526546
543.42 95 172.6888 0.07011975 0.04429428
543.54 95 171.1246 0.08203584 0.05327759
543.64 95 169.4831 0.0931051 0.06261721
543.76 95 167.9872 0.1030105 0.07046156
543.88 95 166.3942 0.1124091 0.07905321
544 95 164.7999 0.1207811 0.08722898
544.12 95 163.1991 0.1281221 0.09493431
544.24 95 161.5931 0.1343895 0.1020597
544.36 95 159.9822 0.1395909 0.1085703
544.48 95 158.3667 0.1436784 0.1143418
544.58 95 156.6827 0.1468904 0.1199074
544.7 95 155.1424 0.148217 0.1228807
544.82 95 153.5088 0.1489466 0.1260471
544.94 95 151.8776 0.1484275 0.1280198
545.06 95 150.2463 0.1466831 0.1287695
545.18 95 148.6155 0.1437319 0.1282555
545.3 95 146.9843 0.1395921 0.1264418
545.42 95 145.3538 0.134297 0.1233216
545.54 95 143.7245 0.1278761 0.1188836
545.64 95 142.0804 0.1205206 0.1132971
545.76 95 140.4795 0.1119106 0.1061647
545.88 95 138.851 0.1024085 0.09797489
546 95 137.2272 0.0920089 0.08864871
546.12 95 135.6058 0.08077305 0.07826994
546.24 95 133.9862 0.0687814 0.06694599
546.36 95 132.3683 0.05611997 0.05479453
546.48 95 130.7517 0.04288208 0.04194857
546.58 95 129.1463 0.02935649 0.02873892
546.7 95 127.5264 0.0148674 0.01453699
546.82 95 125.9094 0.000365061 0.0003272996
546.94 95 127.7855 0.04006481 0.03891008
547.06 95 128.8402 0.06414275 0.06187034
547.18 95 127.5366 0.05460699 0.05271433
547.3 95 126.1214 0.04350391 0.04204677
547.42 95 171.9957 0.01122897 0.01087531
547.54 95 149.5474 0.07658974 0.05160771
547.64 95 148.7895 0.07770815 0.05249211
547.76 95 126.3511 0.08159059 0.07767982
547.88 95 174.2773 0.01436315 0.01383621
548 95 133.1366 0.1464875 0.1298647
548.12 95 174.4247 0.03408651 0.03273559
548.24 95 131.0248 0.1438561 0.1284496
548.36 95 174.1683 0.06112463 0.05844902
548.48 95 128.8872 0.1408628 0.1266128
548.58 95 117.4784 0.02417755 0.02321968
548.7 95 144.4258 0.05976923 0.03777923
548.82 96 178.5217 0.02723801 0.01631445
548.94 96 178.6178 0.01575962 0.009099682
549.06 96 177.1373 0.02943285 0.0173988
549.18 96 175.5832 0.04355339 0.02645543
549.3 96 174.022 0.0569878 0.03559331
549.42 96 172.4561 0.06966022 0.04474318
549.54 96 170.8855 0.08153053 0.05384554
549.64 96 169.2852 0.09245899 0.06309155
549.76 96 167.74 0.1024477 0.07129646
549.88 96 166.1496 0.1117682 0.0799368
550 96 164.5595 0.1200552 0.08813603
550.12 96 162.967 0.1272901 0.09581886
550.24 96 161.3716 0.1334717 0.1029285
550.36 96 159.7735 0.1385561 0.1093545
550.48 96 158.1729 0.1425138 0.114999
550.58 96 156.5398 0.1454286 0.1200703
550.7 96 154.9768 0.1468413 0.1232957
550.82 96 153.3631 0.1473691 0.1261649
550.94 96 151.752 0.1466606 0.1278407
551.06 96 150.1404 0.1447352 0.12829
551.18 96 148.5287 0.1416177 0.1274859
551.3 96 146.9165 0.1373126 0.125378
551.42 96 145.3039 0.1318559 0.1219631
551.54 96 143.691 0.1252812 0.1172422
551.64 96 142.0639 0.1178568 0.1114784
551.76 96 140.4728 0.109022 0.103992
551.88 96 138.8543 0.09939878 0.09557603
552 96 137.239 0.08888885 0.08604425
552.12 96 135.6242 0.07755154 0.07547805
552.24 96 134.0093 0.06546851 0.06398599
552.36 96 132.3947 0.05273192 0.05169175
552.48 96 130.78 0.0394126 0.03870366
552.58 96 129.1681 0.02586289 0.02542512
552.7 96 127.557 0.01123727 0.01103552
552.82 96 135.3559 0.1192279 0.1125605
552.94 96 151.6684 0.09076171 0.06435605
553.06 96 151.6852 0.08277112 0.05752012
553.18 96 150.9411 0.0841312 0.05853551
553.3 96 138.5199 0.1478397 0.1304494
553.42 96 129.7069 0.0937225 0.08922562
553.54 96 123.6318 0.01900803 0.01843473
553.64 96 122.1959 0.007614424 0.007399044
553.76 96 150.001 0.05434235 0.03499818
553.88 96 125.2748 0.07152934 0.06840752
554 96 148.8286 0.05285652 0.03380346
554.12 96 122.729 0.05523136 0.05298983
554.24 96 147.3928 0.05514982 0.03529668
554.36 96 120.1557 0.03809597 0.03663019
554.48 96 145.9489 0.05748393 0.03677702
554.58 96 127.888 0.1376784 0.1249987
554.7 96 173.8792 0.1064235 0.1009872
554.82 97 179.9804 0.005080621 0.002908121
554.94 97 178.7554 0.01481094 0.008582918
555.06 97 177.2003 0.02948181 0.01754102
555.18 97 175.6293 0.04366727 0.02671348
555.3 97 174.0533 0.05712092 0.0359444
555.42 97 172.4721 0.06979925 0.04518184
555.54 97 170.8857 0.08165899 0.0543603
555.64 97 169.2729 0.09239601 0.0634623
555.76 97 167.7062 0.1025489 0.07197908
555.88 97 166.1035 0.1117695 0.08059558
556 97 164.5005 0.1199385 0.08875111
556.12 97 162.8955 0.1270472 0.09637389
556.24 97 161.2889 0.1330678 0.1033746
556.36 97 159.6808 0.1379713 0.1096579
556.48 97 158.0718 0.1417304 0.1151265
556.58 97 156.4468 0.1445026 0.1200292
556.7 97 154.8625 0.1456257 0.1229938
556.82 97 153.246 0.1459393 0.1256245
556.94 97 151.6321 0.1450107 0.1270445
557.06 97 150.0199 0.1428666 0.1272287
557.18 97 148.4083 0.1395445 0.1261701
557.3 97 146.7971 0.1350384 0.1238009
557.42 97 145.1862 0.129395 0.1201347
557.54 97 143.5755 0.1226514 0.1151795
557.64 97 141.9641 0.1154228 0.1095824
557.76 97 140.3654 0.1060212 0.1014122
557.88 97 138.7486 0.09632882 0.09287779
558 97 137.1356 0.08574194 0.08321692
558.12 97 135.5229 0.07433502 0.0725303
558.24 97 133.9114 0.06218984 0.06092965
558.36 97 132.2999 0.04939775 0.04853778
558.48 97 130.6883 0.03604432 0.03548009
558.58 97 129.0915 0.02270859 0.02237929
558.7 97 127.4728 0.007779494 0.00767081
558.82 97 135.275 0.1168322 0.1106065
558.94 97 140.8618 0.1473778 0.1302912
559.06 97 140.0804 0.1468155 0.1298224
559.18 97 138.9962 0.1461311 0.1298234
559.3 97 130.9027 0.09771593 0.09305132
559.42 97 124.9787 0.02752822 0.02675303
559.54 97 171.8348 0.03378358 0.03278523
559.64 97 171.544 0.04971985 0.0482311
559.76 97 135.196 0.14511 0.1291392
559.88 97 174.7541 0.01508883 0.01460194
560 97 133.2363 0.1431773 0.1281858
560.12 97 174.5245 0.04123661 0.03982903
560.24 97 131.1066 0.1407498 0.1269969
560.36 97 174.2808 0.0680588 0.06544732
560.48 97 128.9687 0.1378222 0.1251697
560.58 97 117.5545 0.01810922 0.01747104
560.7 97 144.5204 0.05955467 0.03836297
560.82 98 178.6582 0.02709266 0.01655804
560.94 98 178.7762 0.01565046 0.009234204
561.06 98 177.3091 0.02935536 0.01772891
561.18 98 175.763 0.04350533 0.02698455
561.3 98 174.2057 0.0569531 0.03629768
561.42 98 172.6405 0.06961318 0.04558833
561.54 98 171.0682 0.08143895 0.05478887
561.64 98 169.4354 0.09205949 0.06385977
561.76 98 167.9106 0.1022345 0.07238412
561.88 98 166.3153 0.1113725 0.08093808
562 98 164.7183 0.1194357 0.08899142
562.12 98 163.1177 0.1264277 0.09649193
562.24 98 161.5135 0.132319 0.1033517
562.36 98 159.9062 0.1370805 0.1094751
562.48 98 158.2959 0.1406911 0.1147735
562.58 98 156.6269 0.1434159 0.1197831
562.7 98 155.0838 0.1442154 0.1221825
562.82 98 153.4599 0.1444028 0.1246791
562.94 98 151.838 0.1433368 0.1259468
563.06 98 150.2156 0.1410658 0.1259888
563.18 98 148.5928 0.1375902 0.1247492
563.3 98 146.9692 0.1329533 0.1222272
563.42 98 145.3449 0.1271875 0.1184158
563.54 98 143.7201 0.1203307 0.1133213
563.64 98 142.0704 0.1130537 0.1077212
563.76 98 140.4852 0.1034398 0.09921499
563.88 98 138.8531 0.09369567 0.0906013
564 98 137.2259 0.08304412 0.08083879
564.12 98 135.6001 0.07155885 0.07002939
564.24 98 133.9759 0.05934756 0.05831537
564.36 98 132.353 0.04648793 0.04580821
564.48 98 130.7316 0.03306853 0.03263699
564.58 98 129.1246 0.01954855 0.01930362
564.7 98 127.5004 0.004688249 0.004630429
564.82 98 131.5325 0.07344282 0.07137988
564.94 98 134.236 0.1099385 0.1045919
565.06 98 133.118 0.1050872 0.1001616
565.18 98 131.819 0.0986528 0.09434567
565.3 98 126.3106 0.03562174 0.03474066
565.42 98 171.9913 0.02288841 0.02230917
565.54 98 149.5315 0.07598877 0.05263818
565.64 98 148.7793 0.07706845 0.05347564
565.76 98 126.317 0.07311265 0.07044667
565.88 98 149.417 0.05166167 0.03372116
566 98 123.862 0.0578688 0.05589452
566.12 98 147.9993 0.05383917 0.03516895
566.24 98 121.3086 0.04094021 0.03962268
566.36 98 146.575 0.05610217 0.03663255
566.48 98 118.7534 0.0232156 0.02247444
566.58 98 173.9669 0.0994122 0.09519842
566.7 98 126.7473 0.1319551 0.1211161
566.82 99 177.7498 0.03977508 0.02532426
566.94 99 178.6449 0.01632835 0.009782277
567.06 99 177.2095 0.0293732 0.01797741
567.18 99 175.664 0.04339967 0.02725627
567.3 99 174.1089 0.05673133 0.03657795
567.42 99 172.5474 0.06926407 0.04585012
567.54 99 170.982 0.08095206 0.05500399
567.64 99 169.3684 0.09158673 0.06418058
567.76 99 167.8466 0.1014146 0.07238035
567.88 99 166.2616 0.1104073 0.08083143
568 99 164.6767 0.1183327 0.08877248
568.12 99 163.0893 0.1251851 0.09614249
568.24 99 161.4989 0.1309419 0.1028615
568.36 99 159.9053 0.135579 0.1088448
568.48 99 158.3084 0.1390749 0.1140053
568.58 99 156.642 0.1419337 0.1192351
568.7 99 155.1258 0.1423213 0.1210375
568.82 99 153.5084 0.1424622 0.1234754
568.94 99 151.8934 0.1413462 0.1246674
569.06 99 150.2773 0.1390218 0.1246249
569.18 99 148.6594 0.1355126 0.123319
569.3 99 147.0394 0.1308458 0.1207329
569.42 99 145.4173 0.125051 0.1168546
569.54 99 143.7934 0.1181669 0.11169
569.64 99 142.1336 0.1106708 0.1058182
569.76 99 140.5575 0.1012502 0.09746796
569.88 99 138.9243 0.09143014 0.08871797
570 99 137.2943 0.08071271 0.07882973
570.12 99 135.6658 0.06915885 0.06789144
570.24 99 134.0385 0.05687334 0.05604608
570.36 99 132.4127 0.04393173 0.04340352
570.48 99 130.7884 0.03042269 0.03009614
570.58 99 129.1721 0.01659477 0.01642259
570.7 99 127.5506 0.001898391 0.001875695
570.82 99 129.3259 0.03937349 0.03865761
570.94 99 130.3085 0.06211593 0.06057546
571.06 99 128.9992 0.05272181 0.0514597
571.18 99 127.5802 0.04181209 0.04086288
571.3 99 172.2567 0.01132534 0.01109423
571.42 99 150.353 0.07417139 0.05167291
571.54 99 136.312 0.1414713 0.1279436
571.64 99 135.2197 0.1403026 0.1274439
571.76 99 174.8157 0.009544765 0.009321921
571.88 99 134.2427 0.1411048 0.1272651
572 99 174.6117 0.03513759 0.03419252
572.12 99 132.1098 0.1385387 0.1258677
572.24 99 174.3547 0.06209898 0.06013957
572.36 99 129.9705 0.1354982 0.123871
572.48 99 174.0946 0.08955628 0.08613107
572.58 99 145.0722 0.05880899 0.0387197
572.7 99 116.2181 0.001348106 0.001299405
572.82 100 177.2462 0.04682838 0.03047249
572.94 100 178.5713 0.01654994 0.00998368
573.06 100 177.1299 0.02911192 0.01791342
573.18 100 175.5644 0.04295708 0.02710662
573.3 100 173.9915 0.05611292 0.03633811
573.42 100 172.4142 0.06846759 0.0455133
573.54 100 170.8335 0.07998173 0.05457342
573.64 100 169.2313 0.09067362 0.06389287
573.76 100 167.6706 0.1000144 0.07163916
573.88 100 166.073 0.1088943 0.08005195
574 100 164.4756 0.1167011 0.08794496
574.12 100 162.8763 0.1234399 0.09526733
574.24 100 161.275 0.1290933 0.1019435
574.36 100 159.6716 0.1336381 0.1078876
574.48 100 158.0659 0.1370538 0.1130122
574.58 100 156.4374 0.1399928 0.1182489
574.7 100 154.8686 0.1401325 0.1199365
574.82 100 153.2493 0.1402095 0.1223036
574.94 100 151.6338 0.1390491 0.123439
575.06 100 150.0193 0.1366709 0.1233081
575.18 100 148.4053 0.1331032 0.121894
575.3 100 146.7915 0.1283752 0.1191771
575.42 100 145.178 0.1225169 0.1151504
575.54 100 143.5648 0.1155632 0.1098216
575.64 100 141.9595 0.1079789 0.1036469
575.76 100 140.3488 0.09854741 0.09532148
575.88 100 138.7321 0.08862566 0.08635341
576 100 137.1196 0.07781909 0.07627253
576.12 100 135.5084 0.06620406 0.06518681
576.24 100 133.8981 0.05385883 0.05320713
576.36 100 132.2885 0.04086985 0.04045869
576.48 100 130.6791 0.02732579 0.02707401
576.58 100 129.0928 0.01360009 0.01347358
576.7 100 152.8089 0.08992556 0.06600925
576.82 100 127.0584 0.001357105 0.001338085
576.94 100 127.8283 0.02394929 0.02354625
577.06 100 126.4578 0.01191167 0.01170139
577.18 100 172.3293 0.001786072 0.001757838
577.3 100 151.1074 0.07218812 0.05051041
577.42 100 137.4188 0.1409088 0.1272313
577.54 100 128.3532 0.07648082 0.07393845
577.64 100 127.0628 0.06921197 0.06707656
577.76 100 150.1949 0.05061452 0.03349261
577.88 100 125.2467 0.06103253 0.05903309
578 100 148.821 0.05241211 0.03466133
578.12 100 122.7156 0.04427421 0.04289463
578.24 100 147.4074 0.05467115 0.03613318
578.36 100 120.1732 0.02670315 0.02587388
578.48 100 145.9864 0.05690552 0.03753597
578.58 100 127.9234 0.1304408 0.120082
578.7 100 173.9353 0.1204441 0.114616
578.82 101 179.9453 0.005000643 0.002958476
578.94 101 178.858 0.01457171 0.00871311
579.06 101 177.3258 0.02898516 0.01775365
579.18 101 175.7737 0.04287405 0.02694151
579.3 101 174.2148 0.0560028 0.03612662
579.42 101 172.6464 0.06833058 0.04525666
579.54 101 171.0699 0.07983283 0.05429133
579.64 101 169.4284 0.09046782 0.06360933
579.76 101 167.9061 0.09988713 0.07137306
579.88 101 166.3027 0.1087873 0.07982083
580 101 164.6964 0.1166231 0.08776712
580.12 101 163.0856 0.1233968 0.09515748
580.24 101 161.4707 0.1290826 0.1019056
580.36 101 159.8528 0.1336533 0.107921
580.48 101 158.2309 0.1370837 0.1131063
580.58 101 156.5662 0.1396185 0.117907
580.7 101 154.9965 0.1402397 0.1202196
580.82 101 153.3633 0.1402529 0.1225374
580.94 101 151.7337 0.139004 0.12359
581.06 101 150.1054 0.1365279 0.1233623
581.18 101 148.4785 0.1328485 0.1218271
581.3 101 146.8532 0.1279932 0.1189665
581.42 101 145.2295 0.1219943 0.1147761
581.54 101 143.6077 0.1148916 0.1092694
581.64 101 141.989 0.1069711 0.1026985
581.76 101 140.3768 0.09762909 0.09447428
581.88 101 138.757 0.08754441 0.08530991
582 101 137.1415 0.07659519 0.07506082
582.12 101 135.5277 0.06485047 0.06382665
582.24 101 133.9152 0.05239294 0.05172356
582.36 101 132.3034 0.0393093 0.03887659
582.48 101 130.6922 0.02568837 0.02541761
582.58 101 129.1003 0.01190473 0.01176527
582.7 101 142.6913 0.1429739 0.1279199
582.82 101 152.6928 0.0833263 0.06037628
582.94 101 152.4077 0.07896349 0.0565906
583.06 101 151.643 0.08050894 0.05780978
583.18 101 139.5161 0.140875 0.126302
583.3 101 130.8938 0.08833436 0.08503447
583.42 101 124.9364 0.01574943 0.01543251
583.54 101 171.7995 0.04688815 0.0457445
583.64 101 150.5306 0.05310291 0.03565776
583.76 101 126.4572 0.06581002 0.06359755
583.88 101 149.4619 0.05097911 0.03387637
584 101 123.9308 0.04943921 0.04789434
584.12 101 148.0422 0.05323153 0.03538353
584.24 101 121.3825 0.03217806 0.03121652
584.36 101 146.6185 0.05549086 0.03685026
584.48 101 118.8285 0.01419796 0.01377894
584.58 101 173.9781 0.1093669 0.1046439
584.7 101 117.6428 0.01657205 0.01600889
584.82 102 177.3409 0.04558572 0.02992048
584.94 102 178.6511 0.01652666 0.01008608
585.06 102 177.2464 0.02902213 0.01805703
585.18 102 175.7114 0.04275403 0.02726959
585.3 102 174.1633 0.05580419 0.03651946
585.42 102 172.6069 0.06808069 0.04573202
585.54 102 171.0427 0.07953264 0.05483655
585.64 102 169.4201 0.08994084 0.06396285
585.76 102 167.9022 0.0995728 0.07212263
585.88 102 166.3112 0.1083872 0.08055219
586 102 164.718 0.1161484 0.08847254
586.12 102 163.1206 0.1228449 0.09581524
586.24 102 161.5193 0.1284477 0.1024904
586.36 102 159.9135 0.1329266 0.1084019
586.48 102 158.3041 0.1362532 0.1134508
586.58 102 156.6417 0.1383889 0.1177403
586.7 102 155.0894 0.1392837 0.1203744
586.82 102 153.4662 0.1391071 0.1224124
586.94 102 151.8453 0.1376874 0.1232032
587.06 102 150.2242 0.1350455 0.1227176
587.18 102 148.6029 0.1312014 0.1209243
587.3 102 146.9813 0.1261827 0.1178099
587.42 102 145.3596 0.1200218 0.1133701
587.54 102 143.7383 0.1127736 0.1076392
587.64 102 142.0961 0.1046139 0.1007943
587.76 102 140.5054 0.09521182 0.0923964
587.88 102 138.8808 0.08498507 0.08302949
588 102 137.2597 0.07391102 0.07260142
588.12 102 135.6395 0.06205062 0.06120336
588.24 102 134.02 0.04948904 0.04895525
588.36 102 132.4008 0.03631381 0.03598141
588.48 102 130.7819 0.02261239 0.02241389
588.58 102 129.1678 0.008713155 0.008625263
588.7 102 136.6871 0.1114808 0.1065626
588.82 102 142.0562 0.1403094 0.1258143
588.94 102 141.2487 0.1396859 0.125312
589.06 102 140.1509 0.1389237 0.1251925
589.18 102 132.2274 0.09204782 0.08852147
589.3 102 126.4117 0.02402599 0.02354385
589.42 102 172.0468 0.03576711 0.03497039
589.54 102 137.3546 0.1381031 0.1241829
589.64 102 127.7667 0.07125051 0.06899314
589.76 102 150.1999 0.04931618 0.03299198
589.88 102 125.2233 0.05408848 0.05245437
590 102 148.7553 0.05165784 0.03461632
590.12 102 122.6461 0.03729238 0.03626177
590.24 102 147.3106 0.05396961 0.03617261
590.36 102 120.0666 0.01964659 0.01912962
590.48 102 145.8659 0.05627328 0.03766953
590.58 102 127.8188 0.125724 0.116405
590.7 102 148.2232 0.0003477368 0.0002041701
590.82 103 178.7158 0.02397761 0.01514668
590.94 103 178.6325 0.01539437 0.009462117
591.06 103 177.1336 0.02887101 0.01815284
591.18 103 175.5698 0.04261829 0.02749627
591.3 103 173.9999 0.05563869 0.03685446
591.42 103 172.4256 0.06785551 0.04614725
591.54 103 170.8471 0.07922504 0.05530427
591.64 103 169.2492 0.08944263 0.06426772
591.76 103 167.6847 0.0990722 0.07265181
591.88 103 166.0908 0.1077202 0.08099715
592 103 164.4973 0.1152974 0.08879607
592.12 103 162.9013 0.1217975 0.09598081
592.24 103 161.3044 0.127193 0.1024628
592.36 103 159.7057 0.1314673 0.1081658
592.48 103 158.1055 0.1345759 0.1129662
592.58 103 156.4824 0.1366592 0.1171085
592.7 103 154.912 0.1371508 0.1193135
592.82 103 153.3016 0.1367782 0.1210753
592.94 103 151.6942 0.1351676 0.1215829
593.06 103 150.087 0.1323441 0.120818
593.18 103 148.4795 0.1283348 0.1187605
593.3 103 146.8706 0.1231668 0.1153983
593.42 103 145.2622 0.1168745 0.1107346
593.54 103 143.653 0.1095089 0.1048004
593.64 103 142.0283 0.101553 0.09812928
593.76 103 140.4441 0.09168835 0.08913612
593.88 103 138.826 0.08142986 0.07968655
594 103 137.2111 0.07031992 0.06917652
594.12 103 135.5966 0.05842995 0.05770994
594.24 103 133.9817 0.04584699 0.04540839
594.36 103 132.3665 0.03265883 0.03239851
594.48 103 130.751 0.01895371 0.01881215
594.58 103 129.1405 0.00515904 0.005121402
594.7 103 133.026 0.06966943 0.06811682
594.82 103 135.6257 0.1042136 0.09984827
594.94 103 134.5182 0.09939995 0.09537967
595.06 103 133.23 0.09305362 0.08955973
595.18 103 127.8457 0.03226649 0.03161149
595.3 103 172.3051 0.02445234 0.02396621
595.42 103 150.4151 0.07261508 0.05171217
595.54 103 129.0274 0.07495847 0.07248382
595.64 103 127.1545 0.06101819 0.0593449
595.76 103 150.2315 0.04979561 0.03357041
595.88 103 125.273 0.05232778 0.05081289
596 103 148.8296 0.05161669 0.03479703
596.12 103 122.7067 0.03550121 0.03453865
596.24 103 147.3918 0.05388443 0.03631801
596.36 103 120.1322 0.01784084 0.0173615
596.48 103 145.9497 0.05615419 0.03778465
596.58 103 127.8852 0.1242519 0.115217
596.7 103 144.9996 0.05156348 0.03411689
596.82 104 178.6631 0.02632724 0.01682184
596.94 104 178.7334 0.01549623 0.009591084
597.06 104 177.2446 0.02885208 0.0182569
597.18 104 175.6818 0.04256786 0.02762545
597.3 104 174.1106 0.05554083 0.03698475
597.42 104 172.5333 0.0676885 0.04625104
597.54 104 170.9501 0.07896712 0.05535281
597.64 104 169.3285 0.0890668 0.06426216
597.76 104 167.7748 0.09857128 0.07250647
597.88 104 166.1735 0.1070705 0.08071978
598 104 164.5711 0.1144811 0.08836234
598.12 104 162.9659 0.1208027 0.0953738
598.24 104 161.3582 0.1260206 0.1016855
598.36 104 159.7484 0.130089 0.1071725
598.48 104 158.1368 0.1329997 0.1117674
598.58 104 156.4942 0.1351461 0.1160704
598.7 104 154.9237 0.1350965 0.1175755
598.82 104 153.3012 0.1345953 0.1192097
598.94 104 151.6819 0.1328414 0.1195677
599.06 104 150.063 0.1298787 0.1186514
599.18 104 148.4438 0.1257396 0.1164498
599.3 104 146.8252 0.1204562 0.112956
599.42 104 145.2065 0.1140598 0.1081699
599.54 104 143.5879 0.1065996 0.102116
599.64 104 141.9662 0.09883341 0.09562735
599.76 104 140.3647 0.08857705 0.08619454
599.88 104 138.74 0.07831921 0.0767256
600 104 137.1202 0.06719594 0.06617977
600.12 104 135.5022 0.05529333 0.05467557
600.24 104 133.8857 0.04270196 0.04234162
600.36 104 132.2705 0.02951089 0.02930834
600.48 104 130.6565 0.01580899 0.01571166
600.58 104 129.0682 0.002089335 0.002082129
600.7 104 132.9285 0.06692465 0.06551335
600.82 104 135.522 0.1018204 0.09774356
600.94 104 134.4084 0.0970135 0.09328295
601.06 104 133.1173 0.09065722 0.08743582
601.18 104 127.7283 0.02951869 0.02897292
601.3 104 172.2116 0.02739436 0.02685212
601.42 104 150.3123 0.07217406 0.05171529
601.54 104 128.9164 0.07257933 0.07031636
601.64 104 174.9848 0.01170037 0.01144428
601.76 104 135.3149 0.1331487 0.1212381
601.88 104 174.7398 0.03820628 0.03728219
602 104 133.1884 0.1307422 0.1199297
602.12 104 174.4995 0.06482697 0.06298164
602.24 104 131.0598 0.127776 0.1179091
602.36 104 174.2553 0.09206655 0.08882919
602.48 104 128.9287 0.124255 0.1151697
602.6 104 148.9244 0.0001739938 0.0001039353
602.7 104 127.0965 0.1215437 0.1127526
602.82 105 177.8307 0.03850558 0.0254533
602.94 105 178.7236 0.01593391 0.009951933
603.06 105 177.2984 0.02867883 0.01827279
603.18 105 175.761 0.04231666 0.02761991
603.3 105 174.2116 0.05522605 0.03694585
603.42 105 172.6546 0.06730366 0.04615473
603.54 105 171.0905 0.07850491 0.05517784
603.64 105 169.4576 0.08862133 0.06417481
603.76 105 167.9531 0.09790179 0.07206426
603.88 105 166.3647 0.1063305 0.08018582
604 105 164.7752 0.1136716 0.08773029
604.12 105 163.1808 0.1199282 0.09464695
604.24 105 161.5822 0.1250654 0.1008398
604.36 105 159.9793 0.1290704 0.1062369
604.48 105 158.3721 0.1319249 0.1107537
604.6 105 156.7607 0.133614 0.1143096
604.7 105 155.075 0.1346169 0.1177277
604.82 105 153.5475 0.133232 0.1177955
604.94 105 151.9166 0.1315367 0.1182608
605.06 105 150.2891 0.1286005 0.1174025
605.18 105 148.6596 0.1244687 0.115231
605.3 105 147.0291 0.1191684 0.1117297
605.42 105 145.3979 0.1127631 0.1069439
605.54 105 143.7663 0.1052823 0.1008736
605.64 105 142.1078 0.09714735 0.09400465
605.76 105 140.5169 0.08725146 0.08494173
605.88 105 138.8811 0.07690937 0.07536881
606 105 137.2502 0.06570872 0.06472445
606.12 105 135.622 0.05372294 0.05311823
606.24 105 133.9963 0.04104168 0.0406788
606.36 105 132.373 0.02775532 0.02753986
606.48 105 130.7519 0.01395084 0.01383637
606.6 105 153.7082 0.08562121 0.06410874
606.7 105 129.4472 0.01399575 0.01381896
606.82 105 129.3985 0.02263484 0.02229948
606.94 105 127.9681 0.01014585 0.009995174
607.06 105 172.5406 0.00342939 0.003373118
607.18 105 151.8515 0.06890097 0.04946018
607.3 105 138.4778 0.1331497 0.1213126
607.42 105 129.5982 0.07072378 0.06869023
607.54 105 174.6884 0.008631803 0.008469916
607.64 105 150.7553 0.04899842 0.03351862
607.76 105 126.4253 0.0551158 0.05359476
607.88 105 149.4377 0.05009822 0.03419394
608 105 123.8717 0.03842321 0.03742639
608.12 105 148.0064 0.05225508 0.03565879
608.24 105 121.3122 0.02085482 0.02031642
608.36 105 146.5734 0.05441868 0.0370747
608.48 105 118.7522 0.002527368 0.002463189
608.6 105 130.0959 0.1314533 0.1194164
608.7 105 179.671 0.01374993 0.01332492
608.82 106 179.7679 0.0001390412 8.446994E-05
608.94 106 178.7305 0.01398446 0.008678854
609.06 106 177.1728 0.02829715 0.01798826
609.18 106 175.6117 0.04185635 0.02727425
609.3 106 174.0474 0.05461394 0.03649005
609.42 106 172.4792 0.0665394 0.04558653
609.54 106 170.9069 0.0775964 0.05450043
